CODIGOS POSTALES
----------------

PROVINCIA;POBLACION;CODIGOPOSTAL
BARCELONA;CASTELLADRAL;08671
BARCELONA;CASTELLAR;08256
BARCELONA;CASTELLAR DE NÔHUG;08696
BARCELONA;CASTELLAR DEL RIU;08619
BARCELONA;CASTELLAR DEL VALLES;08211
BARCELONA;CASTELLBELL I EL VILAR;08296
BARCELONA;CASTELLBISBAL;08755
BARCELONA;CASTELLCIR;08183
BARCELONA;CASTELLDEFELS;08860
BARCELONA;CASTELLET I LA GORNAL;08729
BARCELONA;CASTELLFOLLIT DE RIUBREGOS;08281
BARCELONA;CASTELLFOLLIT DEL BOIX;08255
BARCELONA;CASTELLGALI;08297
BARCELONA;CASTELLNOU DE BAGES;08251
BARCELONA;CASTELLOLI;08719
BARCELONA;CASTELLTALLAT;08263
BARCELONA;CASTELLTERÄOL;08183
BARCELONA;CASTELLVI DE LA MARCA;08732
BARCELONA;CASTELLVI DE ROSANES;08769
BARCELONA;CENTELLES;08540
BARCELONA;CERCS;08698
BARCELONA;CERDANYOLA DEL VALLES;08290
BARCELONA;CERVELLO;08758
BARCELONA;CIVIT (LLEIDA);08717
BARCELONA;CLARIANA (AVINYONET DEL PENEDES);08793
BARCELONA;CLARIANA (CASTELLET I LA GORNAL);08729
BARCELONA;COANER;08263
BARCELONA;COLLBATO;08293
BARCELONA;COLLSABADELL;08450
BARCELONA;COLLSACREU (VALLGORGUINA) (URB);08358
BARCELONA;COLLSUSPINA;08178
BARCELONA;COLONIA LACAMBRA, LA;08509
BARCELONA;COLONIA ROSAL, LA;08699
BARCELONA;COLONIA SEDO, LA;08292
BARCELONA;COLONIA VALLS, LA;08269
BARCELONA;CONILLERES, LES;08732
BARCELONA;CONRERIA, LA;08105
BARCELONA;COPONS;08281
BARCELONA;CORBERA DE BAIX;08757
BARCELONA;CORBERA DE LLOBREGAT;08757
BARCELONA;CORNELLA DE LLOBREGAT;08940
BARCELONA;CORNET;08650
BARCELONA;COROMINA, LA;08261
BARCELONA;COROMINES, LES (AGUILAR DE SEGARRA);08281
BARCELONA;CORRO DÔAMUNT;08520
BARCELONA;CORRO DÔAVALL;08520
BARCELONA;COSTA DEL MONTSENY, LA;08460
BARCELONA;COSTABLANCA (CASTELLBISBAL) (URB);08761
BARCELONA;DOSRIUS;08319
BARCELONA;EIXAMPLE, LÔ;08150
BARCELONA;ESPARREGUERA;08292
BARCELONA;ESPELT, LÔ;08711
BARCELONA;ESPIELLS;08770
BARCELONA;ESPLUGUES DE LLOBREGAT;08950
BARCELONA;ESPUNYOLA, LÔ;08614
BARCELONA;ESTANY, LÔ;08148
BARCELONA;FALS;08259
BARCELONA;FANGA, LA;08736
BARCELONA;FARGA DE BEBIE, LA;08585
BARCELONA;FIGARO;08590
BARCELONA;FIGOLS;08698
BARCELONA;FLORIDA, LA;08130
BARCELONA;FOGARS DE LA SELVA;08495
BARCELONA;FOGARS DE MONTCLUS;08470
BARCELONA;FOLGUEROLES;08519
BARCELONA;FONOLLOSA;08259
BARCELONA;FONT-RUBI;08736
BARCELONA;FONTPINEDA (URB);08753
BARCELONA;FONTS, LES (SANT QUIRZE DEL VALLES);08194
BARCELONA;FONTS, LES (TERRASSA);08228
BARCELONA;FORTESA, LA;08784
BARCELONA;FRANQUESES DEL VALLES, LES;08520
BARCELONA;GAIA;08672
BARCELONA;GALERA;08672
BARCELONA;GALLECS;08104
BARCELONA;GALLIFA;08146
BARCELONA;GARRAF;08871
BARCELONA;GARRAF II (SITGES) (URB);08860
BARCELONA;GARRIGA, LA;08530
BARCELONA;GAVA;08850
BARCELONA;GELIDA;08790
BARCELONA;GIRONELLA;08680
BARCELONA;GISCLARENY;08695
BARCELONA;GLEVA, LA;08508
BARCELONA;GRANADA, LA;08792
BARCELONA;GRANERA;08183
BARCELONA;GRANOLLERS;08400
BARCELONA;GRAUGES;08610
BARCELONA;GUALBA;08474
BARCELONA;GUARDIA, LA;08517
BARCELONA;GUARDIOLA DE BERGUEDA;08694
BARCELONA;GUARDIOLA DE FONT-RUBI;08736
BARCELONA;GUIXARO, EL;08680
BARCELONA;GUNYOLES, LES;08793
BARCELONA;GURB;08503
BARCELONA;GURRI, EL;08552
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08900
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08901
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08902
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08903
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08904
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08905
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08906
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08907
BARCELONA;HOSPITALET DE LLOBREGAT, LÔ;08908
BARCELONA;HOSTALETS DE BALENYA, ELS;08550
BARCELONA;HOSTALETS DE PIEROLA, ELS;08781
BARCELONA;IGUALADA;08700
BARCELONA;JORBA;08719
BARCELONA;LAVERN;08739
BARCELONA;LAVIT;08775
BARCELONA;LLACUNA, LA;08779
BARCELONA;LLAGOSTA, LA;08120
BARCELONA;LLERONA;08520
BARCELONA;LLIÄA DÔAMUNT;08186
BARCELONA;LLIÄA DE VALL;08185
BARCELONA;LLINARS (CASTELLAR DEL RIU);08619
BARCELONA;LLINARS DEL VALLES;08450
BARCELONA;LLUÄA;08514
BARCELONA;MAIANS;08255
BARCELONA;MALGRAT DE MAR;08380
BARCELONA;MALLA;08519
BARCELONA;MAMBLA, LA;08573
BARCELONA;MANLLEU;08560
BARCELONA;MANRESA;08240
BARCELONA;MANRESA;08241
BARCELONA;MANRESA;08242
BARCELONA;MANRESA;08243
BARCELONA;MARATA;08520
BARCELONA;MARGANELL;08298
BARCELONA;MARTORELL;08760
BARCELONA;MARTORELLES;08107
BARCELONA;MAS DÔEN SERRA, EL;08812
BARCELONA;MASET DELS COSINS, ELS;08732
BARCELONA;MASIES DE RODA, LES;08510
BARCELONA;MASIES DE VOLTREGA, LES (GLEVA, LA);08508
BARCELONA;MASIES DE VOLTREGA, LES (VINYOLES DÔORIS);08509
BARCELONA;MASNOU, EL;08320
BARCELONA;MASQUEFA;08783
BARCELONA;MASUQUES, LES;08729
BARCELONA;MATADEPERA;08230
BARCELONA;MATARO;08300
BARCELONA;MATARO;08301
BARCELONA;MATARO;08302
BARCELONA;MATARO;08303
BARCELONA;MATARO;08304
BARCELONA;MEDIONA;08773
BARCELONA;MOGODA;08130
BARCELONA;MOIA;08180
BARCELONA;MOIXERIGUES (SANTA MARIA DE PALAUTORDERA);08470
BARCELONA;MOJA;08734
BARCELONA;MOLI DÔEN ROVIRA, EL;08720
BARCELONA;MOLINS DE REI;08750
BARCELONA;MOLLET DEL VALLES;08100
BARCELONA;MONISTROL DÔANOIA;08770
BARCELONA;MONISTROL DE CALDERS;08275
BARCELONA;MONISTROL DE MONTSERRAT;08691
BARCELONA;MONTCADA I REIXAC;08110
BARCELONA;MONTCLAR;08614
BARCELONA;MONTESQUIU;08585
BARCELONA;MONTGAT;08390
BARCELONA;MONTMAJOR;08612
BARCELONA;MONTMANEU;08717
BARCELONA;MONTMANY- FIGARO;08590
BARCELONA;MONTMELO;08160
BARCELONA;MONTORNES DEL VALLES;08170
BARCELONA;MONTSENY;08460
BARCELONA;MONTSERRAT (MONESTIR);08199
BARCELONA;MOSQUEROLES;08470
BARCELONA;MUNIA, LA;08732
BARCELONA;MUNTANYOLA;08505
BARCELONA;MURA;08278
BARCELONA;NAVARCLES;08270
BARCELONA;NAVAS;08670
BARCELONA;NOU DE BERGUEDA, LA;08698
BARCELONA;NOVA (BAR);08420
BARCELONA;OBIOLS;08610
BARCELONA;ODENA;08711
BARCELONA;OLERDOLA;08734
BARCELONA;OLESA DE BONESVALLS;08795
BARCELONA;OLESA DE MONTSERRAT;08640
BARCELONA;OLIVELLA;08818
BARCELONA;OLOST;08516
BARCELONA;OLVAN;08611
BARCELONA;OLZINELLES;08470
BARCELONA;ORDAL;08739
BARCELONA;ORIS;08573
BARCELONA;ORISTA;08518
BARCELONA;ORPI;08787
BARCELONA;ORRIUS;08317
BARCELONA;PACS DEL PENEDES;08796
BARCELONA;PAGO, EL;08739
BARCELONA;PALA DE TORROELLA, EL;08269
BARCELONA;PALAFOLLS;08389
BARCELONA;PALAU-SOLITA I PLEGAMANS;08184
BARCELONA;PALLEJA;08780
BARCELONA;PALMA, LA;08756
BARCELONA;PANADELLA, LA;08717
BARCELONA;PAPIOL, EL;08754
BARCELONA;PARC DE CUBELLES;08880
BARCELONA;PARETS DEL VALLES;08150
BARCELONA;PEDRITXES, LES;08230
BARCELONA;PERAFITA;08589
BARCELONA;PEREPAU;08720
BARCELONA;PERTEGAS;08470
BARCELONA;PIERA;08784
BARCELONA;PIEROLA;08781
BARCELONA;PINAR I EL PORTUS, EL;08480
BARCELONA;PINEDA DE MAR;08397
BARCELONA;PINEDA, LA (TORRELAVIT);08775
BARCELONA;PLA DE LA BRUGUERA;08211
BARCELONA;PLA DEL PENEDES, EL;08733
BARCELONA;PLA, EL (LLIÄA DE VALL);08185
BARCELONA;POBLA DE CLARAMUNT, LA;08787
BARCELONA;POBLA DE LILLET, LA;08696
BARCELONA;POLIGON DE LA VALLDAN, EL;08600
BARCELONA;POLINYA;08213
BARCELONA;PONT DE CABRIANES, EL;08272
BARCELONA;PONT DE VILUMARA I ROCAFORT, EL;08254
BARCELONA;PONT TRENCAT (SANTA MARIA DE PALAUTORDERA);08470
BARCELONA;PONTONS;08738
BARCELONA;PRAT DE LLOBREGAT, EL;08820
BARCELONA;PRATS DE LLUÄANES;08513
BARCELONA;PRATS DE REI, ELS;08281
BARCELONA;PREMIA DE DALT;08338
BARCELONA;PREMIA DE MAR;08330
BARCELONA;PRUIT;08569
BARCELONA;PUIG, EL;08790
BARCELONA;PUIG-REIG;08692
BARCELONA;PUIGDALBER;08797
BARCELONA;PUIGMOLTO;08810
BARCELONA;PUJALT;08282
BARCELONA;QUAR, LA;08619
BARCELONA;QUINTANES, LES;08508
BARCELONA;RAJADELL;08256
BARCELONA;RAPITA, LA;08730
BARCELONA;RAT PENAT (SITGES) (URB);08860
BARCELONA;RATERA;08732
BARCELONA;RAVAL DÔAGUILERA, EL;08711
BARCELONA;RELLINARS;08299
BARCELONA;RIELLS DEL FAI;08416
BARCELONA;RIERAL, EL;08187
BARCELONA;RIPOLLET;08291
BARCELONA;ROCA DEL VALLES, LA;08430
BARCELONA;RODA DE TER;08510
BARCELONA;ROQUETES, LES;08812
BARCELONA;RUBI;08191
BARCELONA;RUBIO;08719
BARCELONA;RUPIT;08569
BARCELONA;SABADELL;08200
BARCELONA;SABADELL;08201
BARCELONA;SABADELL;08202
BARCELONA;SABADELL;08203
BARCELONA;SABADELL;08204
BARCELONA;SABADELL;08205
BARCELONA;SABADELL;08206
BARCELONA;SABADELL;08207
BARCELONA;SABADELL;08208
BARCELONA;SADERRA;08573
BARCELONA;SAFARI (URN);08757
BARCELONA;SAGAS;08517
BARCELONA;SAGRERA, LA;08187
BARCELONA;SALDES;08697
BARCELONA;SALINES, LES;08720
BARCELONA;SALLENT;08650
BARCELONA;SALO;08269
BARCELONA;SAMALUS;08445
BARCELONA;SANATA (LLINARS DEL VALLES);08450
BARCELONA;SANT ADRIA DE BESOS;08930
BARCELONA;SANT AGUSTI DE LLUÄANES;08586
BARCELONA;SANT ANDREU DE LA BARCA;08740
BARCELONA;SANT ANDREU DE LA VOLA;08572
BARCELONA;SANT ANDREU DE LLAVANERES;08392
BARCELONA;SANT ANTONI DE VILAMAJOR;08459
BARCELONA;SANT BARTOMEU DE LA QUADRA;08750
BARCELONA;SANT BARTOMEU DEL GRAU;08519
BARCELONA;SANT BOI DE LLOBREGAT;08830
BARCELONA;SANT BOI DE LLUÄANES;08589
BARCELONA;SANT CEBRIA DE VALLALTA;08396
BARCELONA;SANT CELONI;08470
BARCELONA;SANT CLIMENT DE LLOBREGAT;08849
BARCELONA;SANT CORNELI;08698
BARCELONA;SANT CRISTOFOL;08296
BARCELONA;SANT CUGAT DEL VALLES;08171
BARCELONA;SANT CUGAT DEL VALLES;08172
BARCELONA;SANT CUGAT DEL VALLES;08173
BARCELONA;SANT CUGAT DEL VALLES;08174
BARCELONA;SANT CUGAT DEL VALLES;08195
BARCELONA;SANT CUGAT DEL VALLES;08196
BARCELONA;SANT CUGAT DEL VALLES;08197
BARCELONA;SANT CUGAT DEL VALLES;08198
BARCELONA;SANT CUGAT SESGARRIGUES;08798
BARCELONA;SANT ESTEVE DE PALAUTORDERA;08461
BARCELONA;SANT ESTEVE SESROVIRES;08635
BARCELONA;SANT FELIU DE CODINES;08182
BARCELONA;SANT FELIU DE LLOBREGAT;08980
BARCELONA;SANT FELIU DEL RACO;08211
BARCELONA;SANT FELIU SASSERRA;08274
BARCELONA;SANT FOST DE CAMPSENTELLES;08105
BARCELONA;SANT FRUITOS DE BAGES;08272
BARCELONA;SANT GENIS (JORBA);08719
BARCELONA;SANT GENIS DE PALAFOLLS;08389
BARCELONA;SANT HIPOLIT DE VOLTREGA;08512
BARCELONA;SANT ISCLE DE VALLALTA;08359
BARCELONA;SANT JAUME DE FRONTANYA;08619
BARCELONA;SANT JAUME DE VILADROVER;08553
BARCELONA;SANT JAUME SESOLIVERES;08784
BARCELONA;SANT JOAN DE MONTDARN;08679
BARCELONA;SANT JOAN DE VILATORRADA;08250
BARCELONA;SANT JOAN DESPI;08970
BARCELONA;SANT JOAN SAMORA;08782
BARCELONA;SANT JORDI DE CERCS;08698
BARCELONA;SANT JULIA DE CERDANYOLA;08694
BARCELONA;SANT JULIA DE VILATORTA;08504
BARCELONA;SANT JUST DESVERN;08960
BARCELONA;SANT LLORENÄ (MATADEPERA);08230
BARCELONA;SANT LLORENÄ DÔHORTONS;08791
BARCELONA;SANT LLORENÄ SAVALL;08212
BARCELONA;SANT MARÄAL;08732
BARCELONA;SANT MARTI DÔALBARS;08515
BARCELONA;SANT MARTI DE CENTELLES;08592
BARCELONA;SANT MARTI DE TORROELLA;08250
BARCELONA;SANT MARTI DE TOUS;08712
BARCELONA;SANT MARTI SARROCA;08731
BARCELONA;SANT MARTI SESCORTS;08569
BARCELONA;SANT MARTI SESGUEIOLES;08282
BARCELONA;SANT MATEU DE BAGES;08263
BARCELONA;SANT MIQUEL DÔORDEIG;08509
BARCELONA;SANT MIQUEL DE BALENYA-SEVA;08554
BARCELONA;SANT PAU DÔORDAL;08739
BARCELONA;SANT PAU DE LA GUARDIA;08294
BARCELONA;SANT PERE DE LÔARS;08281
BARCELONA;SANT PERE DE RIBES;08810
BARCELONA;SANT PERE DE RIUDEBITLLES;08776
BARCELONA;SANT PERE DE TORELLO;08572
BARCELONA;SANT PERE DE VILAMAJOR;08458
BARCELONA;SANT PERE MOLANTA;08799
BARCELONA;SANT PERE SACARRERA;08773
BARCELONA;SANT PERE SALLAVINERA;08281
BARCELONA;SANT POL DE MAR;08395
BARCELONA;SANT QUINTI DE MEDIONA;08777
BARCELONA;SANT QUIRZE DE BESORA;08580
BARCELONA;SANT QUIRZE DEL VALLES;08192
BARCELONA;SANT QUIRZE SAFAJA;08189
BARCELONA;SANT SADURNI DÔANOIA;08770
BARCELONA;SANT SADURNI DÔOSORMORT;08519
BARCELONA;SANT SALVADOR;08790
BARCELONA;SANT SALVADOR DE GUARDIOLA;08253
BARCELONA;SANT SALVADOR DE TORROELLA;08269
BARCELONA;SANT SEBASTIA DELS GORGS;08798
BARCELONA;SANT VICENÄ DE CASTELLET;08295
BARCELONA;SANT VICENÄ DE MONTALT;08394
BARCELONA;SANT VICENÄ DE TORELLO;08571
BARCELONA;SANT VICENÄ DELS HORTS;08620
BARCELONA;SANTA AGNES DE MALANYANES;08430
BARCELONA;SANTA CECILIA DE VOLTREGA;08508
BARCELONA;SANTA COLOMA DE CERVELLO;08690
BARCELONA;SANTA COLOMA DE GRAMENET;08920
BARCELONA;SANTA COLOMA DE GRAMENET;08921
BARCELONA;SANTA COLOMA DE GRAMENET;08922
BARCELONA;SANTA COLOMA DE GRAMENET;08923
BARCELONA;SANTA COLOMA DE GRAMENET;08924
BARCELONA;SANTA CREU DÔOLORDA;08750
BARCELONA;SANTA CREU DE JOTGLAR;08515
BARCELONA;SANTA EUGENIA DE BERGA;08507
BARCELONA;SANTA EUGENIA DE RELAT;08279
BARCELONA;SANTA EULALIA DE PUIG-ORIOL;08514
BARCELONA;SANTA EULALIA DE RIUPRIMER;08505
BARCELONA;SANTA EULALIA DE RONÄANA;08187
BARCELONA;SANTA FE DEL PENEDES;08792
BARCELONA;SANTA MARGARIDA DE MONTBUI;08710
BARCELONA;SANTA MARGARIDA DE MONTBUI A-ANTIGUO;08710
BARCELONA;SANTA MARGARIDA I ELS MONJOS;08730
BARCELONA;SANTA MARIA DÔOLO;08273
BARCELONA;SANTA MARIA DE BESORA;08584
BARCELONA;SANTA MARIA DE CORCO;08511
BARCELONA;SANTA MARIA DE MARTORELLES;08106
BARCELONA;SANTA MARIA DE MERLES;08517
BARCELONA;SANTA MARIA DE MIRALLES;08787
BARCELONA;SANTA MARIA DE PALAUTORDERA;08460
BARCELONA;SANTA MARIA DE VILALBA;08630
BARCELONA;SANTA PERPETUA DE MOGODA;08130
BARCELONA;SANTA SUSANNA;08398
BARCELONA;SANTIGA (BARBERA DEL VALLES);08210
BARCELONA;SANTIGA (SANTA PERPETUA DE MOGODA);08130
BARCELONA;SANTPEDOR;08251
BARCELONA;SELLERES, EL;08253
BARCELONA;SENTFORES;08505
BARCELONA;SENTMENAT;08181
BARCELONA;SERRAT, EL;08187
BARCELONA;SEVA;08553
BARCELONA;SITGES;08870
BARCELONA;SOBREMUNT;08589
BARCELONA;SORA;08588
BARCELONA;SUBIRATS;08739
BARCELONA;SURIA;08260
BARCELONA;TAGAMANENT;08593
BARCELONA;TALAMANCA;08278
BARCELONA;TARADELL;08552
BARCELONA;TAVERNOLES;08519
BARCELONA;TAVERTET;08511
BARCELONA;TEIA;08329
BARCELONA;TEMPLE,EL (SANTA MARIA DE PALAUTORDERA);08470
BARCELONA;TERRASSA;08220
BARCELONA;TERRASSA;08221
BARCELONA;TERRASSA;08222
BARCELONA;TERRASSA;08223
BARCELONA;TERRASSA;08224
BARCELONA;TERRASSA;08225
BARCELONA;TERRASSA;08226
BARCELONA;TERRASSA;08227
BARCELONA;TERRASSA;08228
BARCELONA;TIANA;08391
BARCELONA;TONA;08551
BARCELONA;TORDERA;08490
BARCELONA;TORELLO;08570
BARCELONA;TORRE BAIXA, LA;08789
BARCELONA;TORRE DÔORISTA, LA;08518
BARCELONA;TORRE DE CLARAMUNT, LA;08789
BARCELONA;TORREBONICA;08227
BARCELONA;TORRELAVIT;08775
BARCELONA;TORRELLES DE FOIX;08737
BARCELONA;TORRELLES DE LLOBREGAT;08629
BARCELONA;TORRELLETES;08729
BARCELONA;ULLASTRELL;08231
BARCELONA;UNIVERSITAT AUTONOMA DE BELLATERRA;08193
BARCELONA;VACARISSES;08233
BARCELONA;VALENCIANA, LA;08790
BARCELONA;VALLBONA DÔANOIA;08785
BARCELONA;VALLCARCA;08872
BARCELONA;VALLCEBRE;08699
BARCELONA;VALLDORIOLF;08410
BARCELONA;VALLENÄANA, LA;08110
BARCELONA;VALLGORGUINA;08470
BARCELONA;VALLIRANA;08759
BARCELONA;VALLPINEDA;08750
BARCELONA;VALLROMANES;08188
BARCELONA;VECIANA;08289
BARCELONA;VIC;08500
BARCELONA;VILADA;08613
BARCELONA;VILADECANS;08840
BARCELONA;VILADECAVALLS;08232
BARCELONA;VILADECAVALLS (CALDERS);08275
BARCELONA;VILADELLOPS;08734
BARCELONA;VILADOMIU NOU;08680
BARCELONA;VILADOMIU VELL;08680
BARCELONA;VILADORDIS;08259
BARCELONA;VILAFRANCA DEL PENEDES;08720
BARCELONA;VILALBA SASSERRA;08455
BARCELONA;VILANOVA DÔESPOIA;08789
BARCELONA;VILANOVA DE SAU;08519
BARCELONA;VILANOVA DEL CAMI;08788
BARCELONA;VILANOVA DEL VALLES;08410
BARCELONA;VILANOVA I LA GELTRU;08800
BARCELONA;VILANOVETA;08812
BARCELONA;VILASSAR DE DALT;08339
BARCELONA;VILASSAR DE MAR;08340
BARCELONA;VILOBI DEL PENEDES;08735
BARCELONA;VINYOLES DÔORIS;08509
BARCELONA;VIRGILI,EL (SANTA MARIA DE PALAUTORDERA);08470
BARCELONA;VIVER I SERRATEIX;08673
BURGOS;ABADIA LA MENA;09586
BURGOS;ABAJAS DE BUREBA;09141
BURGOS;ACEDILLO;09129
BURGOS;ACE—A DE LARA, LA;09640
BURGOS;ADRADA DE HAZA;09462
BURGOS;AEL;09515
BURGOS;AFORADOS DE MONEO;09515
BURGOS;AGES;09199
BURGOS;AGUAS CANDIDAS;09593
BURGOS;AGUERA DE MONTIJA;09569
BURGOS;AGUILAR DE BUREBA;09249
BURGOS;AGUILERA, LA;09370
BURGOS;AGUILLO;09216
BURGOS;AILANES DE ZAMANZAS;09146
BURGOS;AJARTE;09216
BURGOS;ALARCIA;09199
BURGOS;ALBACASTRO;34492
BURGOS;ALBAINA;09216
BURGOS;ALBILLOS;09239
BURGOS;ALCOCERO DE MOLA;09258
BURGOS;ALDEA DEL PINAR;09660
BURGOS;ALDEA DEL PORTILLO DE BUSTO, LA;09211
BURGOS;ALDEA, LA;09554
BURGOS;ALFOZ DE BRICIA;09572
BURGOS;ALFOZ DE SANTA GADEA;09571
BURGOS;ALMENDRES;09515
BURGOS;ALMI—E, EL;09559
BURGOS;ALTABLE;09219
BURGOS;ALTOS, LOS;09559
BURGOS;AMAYA;09136
BURGOS;AMEYUGO;09219
BURGOS;A—ASTRO;09215
BURGOS;ANDINILLO;09554
BURGOS;ANDINO;09554
BURGOS;ANGOSTINA;09588
BURGOS;ANGOSTO;09514
BURGOS;ANGUIX;09312
BURGOS;ANGULO;09588
BURGOS;ANTU—ANO;09585
BURGOS;ANZO;09589
BURGOS;AOSTRI;09511
BURGOS;ARADUENGA;09588
BURGOS;ARAICO;09217
BURGOS;ARANA;09215
BURGOS;ARANDA DE DUERO;09400
BURGOS;ARANDILLA;09410
BURGOS;ARAUZO DE MIEL;09451
BURGOS;ARAUZO DE SALCE;09451
BURGOS;ARAUZO DE TORRE;09451
BURGOS;ARCE;09218
BURGOS;ARCELLARES DEL TOZO;09127
BURGOS;ARCEO;09587
BURGOS;ARCONADA;09592
BURGOS;ARCOS DE LA LLANA;09195
BURGOS;ARENAS, LAS;09585
BURGOS;ARENILLAS DE MU—O;09239
BURGOS;ARENILLAS DE RIOPISUERGA;09107
BURGOS;ARENILLAS DE VILLADIEGO;09133
BURGOS;ARGES;09558
BURGOS;ARGOMEDO;09572
BURGOS;ARGOTE;09217
BURGOS;ARIJA;09570
BURGOS;ARLANZON;09199
BURGOS;ARMENTIA;09215
BURGOS;ARNEDO DE HOZ;09571
BURGOS;ARRAYA DE OCA;09292
BURGOS;ARREBA;09572
BURGOS;ARRIETA;09215
BURGOS;ARROYAL DE VIVAR;09131
BURGOS;ARROYO DE MU—O;09239
BURGOS;ARROYO DE SALAS;09615
BURGOS;ARROYO DE SAN ZADORNIL;01427
BURGOS;ARROYO DE VALDIVIELSO;09559
BURGOS;ARROYUELO;09549
BURGOS;ARTIETA;09588
BURGOS;ARZA;09585
BURGOS;ASCARZA;09215
BURGOS;ATAPUERCA;09199
BURGOS;AUSINES, LOS;09194
BURGOS;AVELLANOSA DE MU—O;09345
BURGOS;AVELLANOSA DE RIOJA;09267
BURGOS;AVELLANOSA DEL PARAMO;09131
BURGOS;AYEGA;09585
BURGOS;AYOLUENGO DE LA LORA;09145
BURGOS;AYUELAS;09219
BURGOS;AZUCARERA LEOPOLDO;09200
BURGOS;AZUELA, LA;09285
BURGOS;BAHABON DE ESGUEVA;09350
BURGOS;BAILLO;09515
BURGOS;BALBASES, LOS;09119
BURGOS;BA—OS DE VALDEARADOS;09450
BURGOS;BA—OS DE VALDELATEJA;09145
BURGOS;BA—UELOS DE BUREBA;09248
BURGOS;BA—UELOS DE RUDRON;09143
BURGOS;BARANDA DE MONTIJA;09569
BURGOS;BARBADILLO DE HERREROS;09615
BURGOS;BARBADILLO DEL MERCADO;09613
BURGOS;BARBADILLO DEL PEZ;09614
BURGOS;BARCENA DE PIENZA;09514
BURGOS;BARCENAS DE BORTEDO;09585
BURGOS;BARCENAS DE CAMPILLO;09585
BURGOS;BARCENAS DE CIRION;09588
BURGOS;BARCENAS DE ESPINOSA;09566
BURGOS;BARCENILLAS DE CEREZO;09567
BURGOS;BARCENILLAS DEL RIVERO;09514
BURGOS;BARCINA DE LOS MONTES;09593
BURGOS;BARCINA DEL BARCO;09212
BURGOS;BARDAURI;09219
BURGOS;BARO;09510
BURGOS;BARRASA;09587
BURGOS;BARRIGA DE LOSA;09511
BURGOS;BARRIO DE BRICIA;09572
BURGOS;BARRIO DE DIAZ RUIZ;09249
BURGOS;BARRIO DE MU—O;09226
BURGOS;BARRIO DE SAN FECILES;09135
BURGOS;BARRIO DE SAN VICENTE;34815
BURGOS;BARRIO DE SANTA MARINA;09292
BURGOS;BARRIO ESTACION;09554
BURGOS;BARRIO LA CUESTA;09146
BURGOS;BARRIO LUCIO;09127
BURGOS;BARRIO PANIZARES;09126
BURGOS;BARRIO QUINTANILLA;09194
BURGOS;BARRIO SAN JUAN;09194
BURGOS;BARRIO SOLANO;09133
BURGOS;BARRIO SOPE—A;09194
BURGOS;BARRIOLAZA;09589
BURGOS;BARRIOS DE BUREBA;09246
BURGOS;BARRIOS DE COLINA;09199
BURGOS;BARRIOS DE VILLADIEGO;09124
BURGOS;BARRIOSUSO;09553
BURGOS;BARRIOSUSO DEL VAL;09348
BURGOS;BARRUELO DE VILLADIEGO;09124
BURGOS;BARRUELO DE VILLARCAYO;09554
BURGOS;BARRUSO;09553
BURGOS;BARRUSO DE MENA;09589
BURGOS;BASCONCILLOS DEL TOZO;09126
BURGOS;BASCONES DE BORTEDO;09585
BURGOS;BASCONES DE ZAMANZAS;09146
BURGOS;BASCONES DEL AGUA;09347
BURGOS;BASCU—ANA;09259
BURGOS;BASCU—UELOS;09213
BURGOS;BAYAS;09218
BURGOS;BEDON;09568
BURGOS;BELBIMBRE;09226
BURGOS;BELORADO;09250
BURGOS;BENTRETEA;09593
BURGOS;BERBERANA;09511
BURGOS;BERCEDO;09569
BURGOS;BERLANGAS DE ROA;09316
BURGOS;BERRANDULEZ;09588
BURGOS;BERRON, EL;09585
BURGOS;BERZOSA DE BUREBA;09245
BURGOS;BEZANA;09572
BURGOS;BEZARES DE VALDELAGUNA;09615
BURGOS;BISJUECES;09554
BURGOS;BOADA DE ROA;09314
BURGOS;BOADA DE VILLADIEGO;09125
BURGOS;BOCOS;09553
BURGOS;BORCOS;09133
BURGOS;BORTEDO;09585
BURGOS;BOVEDA DE LA RIBERA;09514
BURGOS;BOZOO;09219
BURGOS;BRAZACORTA;09490
BURGOS;BREZOS, LOS, DE SERVICIO (EST);09139
BURGOS;BRICIA;09572
BURGOS;BRIEVA DE JUARROS;09198
BURGOS;BRIONGOS DE CERVERA;09610
BURGOS;BRIVIESCA;09240
BURGOS;BRIZUELA;09557
BURGOS;BRULLES;09129
BURGOS;BUEZO;09247
BURGOS;BUGEDO;09293
BURGOS;BUGEDO (MT);09293
BURGOS;BUIGUETA;09294
BURGOS;BUNIEL;09230
BURGOS;BURCE—A;09587
BURGOS;BURGOS;09001
BURGOS;BURGOS;09002
BURGOS;BURGOS;09003
BURGOS;BURGOS;09004
BURGOS;BURGOS;09005
BURGOS;BURGOS;09006
BURGOS;BURGOS;09007
BURGOS;BURGOS;09070
BURGOS;BURGOS;09071
BURGOS;BURGOS;09080
BURGOS;BUSNELA;09573
